Time [min],Intensity [counts]
Chromatogram,
13.38,1892
13.39,1908
13.39,1984
13.40,2133
13.41,2103
13.41,2449
13.42,1930
13.42,1741
13.43,1846
13.44,2239
13.44,1721
13.45,2220
13.45,1837
13.46,2636
13.47,2380
13.47,2204
13.48,1792
13.49,1899
13.49,1699
13.50,1746
13.50,2124
13.51,1932
13.52,2165
13.52,1641
13.53,1951
13.53,2110
13.54,1726
13.55,1727
13.55,1839
13.56,1631
13.56,1709
13.57,1689
13.58,2397
13.58,1754
13.59,1763
13.59,1705
13.60,2178
13.61,1697
13.61,1883
13.62,1792
13.62,1551
13.63,2093
13.64,1793
13.64,2380
13.65,2811
13.65,2533
13.66,2958
13.67,3122
13.67,2504
13.68,2755
13.68,2553
13.69,2631
13.70,2638
13.70,2690
13.71,2341
13.71,2532
13.72,2152
13.73,2953
13.73,2171
13.74,2356
13.74,2365
13.75,2184
13.76,2959
13.76,2534
13.77,2582
13.78,2197
13.78,2454
13.79,1942
13.79,1975
13.80,2030
13.81,1801
13.81,2122
13.82,2244
13.82,1570
13.83,1919
13.84,2325
13.84,2215
13.85,1904
13.85,1843
13.86,2125
13.87,1846
13.87,1911
13.88,1893
13.88,1974
13.89,2079
13.90,2151
13.90,1556
13.91,1776
13.91,1789
13.92,1701
13.93,1642
13.93,2006
13.94,1843
13.94,2014
13.95,1927
13.96,1956
13.96,1722
13.97,2159
13.97,1852
13.98,2031
13.99,2438
13.99,1686
14.00,2396
14.00,1989
14.01,2144
14.02,1985
14.02,2178
14.03,1903
14.04,1877
14.04,1893
14.05,1868
14.05,1644
14.06,1847
14.07,1943
14.07,2668
14.08,2443
14.08,3110
14.09,2945
14.10,3167
14.10,3376
14.11,3755
14.11,3879
14.12,3915
14.13,3615
14.13,3183
14.14,3167
14.14,2581
14.15,2763
14.16,2667
14.16,2090
14.17,2025
14.17,2127
14.18,2016
14.19,1795
14.19,2101
14.20,2123
14.20,1986
14.21,1876
14.22,2101
14.22,1963
14.23,1919
14.23,1778
14.24,2214
14.25,2285
14.25,2039
14.26,2928
14.26,2645
14.27,2418
14.28,2263
14.28,2363
14.29,2326
14.29,2521
14.30,2498
14.31,1882
14.31,1600
14.32,2316
14.33,2057
14.33,2141
14.34,2180
14.34,2188
14.35,1957
14.36,1822
14.36,2050
14.37,2556
14.37,1887
14.38,1971
14.39,1718
14.39,1854
14.40,2077
14.40,1958
14.41,1954
14.42,2016
14.42,1541
14.43,2108
14.43,1637
14.44,1835
14.45,1994
14.45,1614
14.46,1890
14.46,1749
14.47,2032
14.48,1797
14.48,1954
14.49,1938
14.49,1668
14.50,1943
14.51,1936
14.51,2094
14.52,1765
14.52,2005
14.53,1783
14.54,1609
14.54,1843
14.55,2196
14.55,2110
14.56,1993
14.57,1882
14.57,1763
14.58,1956
14.58,1695
14.59,2113
14.60,1872
14.60,2134
14.61,2070
14.62,1774
14.62,2187
14.63,1746
14.63,2031
14.64,2267
14.65,2027
14.65,2191
14.66,2377
14.66,1884
14.67,2236
14.68,2353
14.68,2027
14.69,1785
14.69,1765
14.70,1814
14.71,1849
14.71,1858
14.72,2429
14.72,2573
14.73,1908
14.74,2698
14.74,2217
14.75,1957
14.75,1842
14.76,1841
14.77,2010
14.77,1690
14.78,1887
14.78,1949
14.79,2201
14.80,2030
14.80,1729
14.81,1928
14.81,1842
14.82,2243
14.83,1868
14.83,2468
14.84,2258
14.84,2067
14.85,1903
14.86,2119
14.86,2510
14.87,1781
14.87,2199
14.88,1735
14.89,1799
14.89,1734
14.90,1966
14.91,1754
14.91,1884
14.92,2274
14.92,1698
14.93,2048
14.94,1909
14.94,1742
14.95,1834
14.95,1933
14.96,1825
14.97,2041
14.97,1893
14.98,2165
14.98,1771
14.99,1643
15.00,1776
15.00,1759
15.01,2107
15.01,2241
15.02,2650
15.03,2877
15.03,3801
