Time [min],Intensity [counts]
Chromatogram,
10.63,1765.619019
10.64,1743.952393
10.65,1782.904785
10.65,1802.428589
10.66,1822.952393
10.66,1970.952271
10.67,2153.142822
10.68,2549.523926
10.68,2666.571289
10.69,2752.237793
10.69,2649.047852
10.70,2579.571533
10.71,2541.571533
10.71,2489.904785
10.72,2148.904785
10.72,1909.809326
10.73,1793.238037
10.74,1798.523804
10.74,1962.714355
10.75,1976.809448
10.75,1937.476196
10.76,1785.047607
10.77,1753
10.77,1726.714355
10.78,1737.666504
10.78,1698.761963
10.79,1670.428467
10.80,1743.095215
10.80,1822.952393
10.81,1864.333252
10.81,1896.904785
10.82,1986.809448
10.83,2056.952148
10.83,2069.380859
10.84,1958.000122
10.84,1877.095337
10.85,1966.571289
10.86,1931.238037
10.86,1861.571411
10.87,1746.428589
10.87,1670.095215
10.88,1704.904785
10.89,1848.571533
10.89,1875.190308
10.90,1849.095337
10.91,1849.476196
10.91,1890.80957
10.92,1797.523926
10.92,1802.523682
10.93,1983.285767
10.94,1898.523926
10.94,2004.666748
10.95,2070.761963
10.95,2075.19043
10.96,2020
10.97,2229.619141
10.97,2115
10.98,2122.238037
10.98,2087.714355
10.99,1858.047729
11.00,1786.904663
11.00,1992.333374
11.01,2025.571411
11.01,2071.857178
11.02,2002.761963
11.03,1684.381104
11.03,1782.380859
11.04,1845.428589
11.04,1877.142822
11.05,1829.666504
11.06,1733.8573
11.06,1736.047485
11.07,1866.857056
11.07,2007.666748
11.08,2139.618896
11.09,2160.381104
11.09,2102.285889
11.10,1992.8573
11.10,2017.047729
11.11,2068.523682
11.12,2039.285645
11.12,2103.761963
11.13,2119.285645
11.13,1979.666626
11.14,1867
11.15,1839.380981
11.15,1766.761963
11.16,1731.904663
11.16,1842.047607
11.17,1857.666748
11.18,1623.095215
11.18,1706.904907
11.19,1709.285889
11.20,1709.952393
11.20,1800.523926
11.21,1832.047607
11.21,1737.047607
11.22,1728.761963
11.23,1901.666626
11.23,1846.095215
11.24,1844.619141
11.24,1776.714233
11.25,1930.142944
11.26,1957.857056
11.26,2183.761963
11.27,2000.476196
11.27,1928.047729
11.28,1829.333374
11.29,2111.476074
11.29,2178.571289
11.30,2127.666748
11.30,1986.857178
11.31,1847.619019
11.32,1646.428589
11.32,1703.380981
11.33,1783.238159
11.33,1810.333374
11.34,1971.047607
11.35,2007.571411
11.35,1989.476196
11.36,2022.476196
11.36,2025.523926
11.37,1849.571411
11.38,1911.714233
11.38,1890.666626
11.39,1938.999878
11.39,1960.238037
11.40,1998.761841
11.41,1957.952515
11.41,2044.904785
