Time [min],Intensity [counts]
Chromatogram,
9.96,1962.19043
9.96,2001.80957
9.97,2068.904785
9.97,1922.904785
9.98,1843.190308
9.99,1760.476196
9.99,1859.904785
10.00,1915.80957
10.00,1884.238159
10.01,1739.19043
10.02,1626.047607
10.02,1572.619019
10.03,1708.952271
10.04,1781.285645
10.04,1876.523804
10.05,1838.190552
10.05,1854.619141
10.06,1827.095337
10.07,1925.952393
10.07,1911.19043
10.08,1946.761841
10.08,1828.666748
10.09,1835.095215
10.10,1883.285767
10.10,1863.19043
10.11,1813.571411
10.11,1797.571411
10.12,1920.333374
10.13,1994.809448
10.13,2162.666748
10.14,2094.571533
10.14,2092.142822
10.15,2059.476318
10.16,2053.333252
10.16,2130.857178
10.17,2109.857178
10.17,1944.666748
10.18,1867.714355
10.19,1824.428589
10.19,1798.571289
10.20,1936.190552
10.20,1979.714111
10.21,2161.618896
10.22,2151.476318
10.22,2075
10.23,2001.047729
10.23,2089.619141
10.24,2150
10.25,2200.476318
10.25,2009.476196
10.26,1969.333374
10.26,2005.857178
10.27,2157.238281
10.28,2271.761963
10.28,2157.428711
10.29,1987.619141
10.29,1930.809448
10.30,1912.000122
10.31,1891.380859
10.31,2004.095215
10.32,1975.571411
10.33,1954.523804
10.33,2025.80957
10.34,2000.476196
10.34,1962.190552
10.35,1984.142822
10.36,1948.095215
10.36,1778.333252
10.37,1924.380859
10.37,1993.904663
10.38,2082.523926
10.39,2160.666504
10.39,2090.857178
10.40,2021.428467
10.40,2163.238281
10.41,2119
10.42,2181.285889
10.42,2138.476318
10.43,2064.142822
10.43,2126.905029
10.44,2101.571533
10.45,2073.666504
10.45,2160.142822
10.46,2156.762207
10.46,2134.238037
10.47,2010.285889
10.48,1756.714233
10.48,1722.523682
10.49,1894.238037
10.49,1931.238037
10.50,1995.80957
10.51,2065.952393
10.51,1952.238037
10.52,1924.714478
10.52,1995.285767
10.53,2113.714355
10.54,2112.238281
10.54,2115.904541
10.55,1990.761841
10.55,1913.904663
10.56,1892.904907
10.57,2090.952393
10.57,2161.666748
10.58,2207.428467
10.59,2163.714111
10.59,2191.619141
10.60,1972.8573
10.60,1859.333374
10.61,1762.714111
10.62,1843.285645
10.62,2002.571411
10.63,2116.142822
10.63,2063.856934
10.64,1864.142822
10.65,1831.047607
10.65,1799.762085
10.66,1802.047607
10.66,1825.80957
10.67,1874.761963
10.68,1885.333374
10.68,1991.285645
10.69,2042.476074
10.69,1984.476074
10.70,1911.80957
10.71,1834.952515
10.71,1894.380859
10.72,1968.904785
10.72,1980.952515
10.73,1964.095215
10.74,1952.857178
10.74,1879.761841
10.75,2014.666748
10.75,2028.1427
10.76,1998.095093
10.77,1962.095215
10.77,1910.761963
10.78,1853.952393
10.78,1907.761841
10.79,1982.571533
10.80,1948.666626
10.80,1873.666626
10.81,1796
10.81,1865.142944
10.82,1819.857056
10.83,2024.380859
10.83,2020.619019
10.84,1889.523682
10.84,1977.619019
10.85,1980.952271
10.86,1944.666626
10.86,2009.285767
10.87,2064.571533
10.88,2074.571533
10.88,2065.333252
10.89,1971.857056
10.89,1919.857178
10.90,1832.238037
10.91,1871.19043
10.91,2021.809448
10.92,2043.285767
10.92,1986.095337
10.93,1887.523926
10.94,1825.380859
10.94,1756.238037
10.95,1711
10.95,1803.523682
10.96,1746.428589
10.97,1788.238037
10.97,1881.047607
10.98,1945.714233
10.98,1931.619019
10.99,2118.666504
11.00,2090.476318
11.00,2116
11.01,2043.476318
11.01,1928.380859
11.02,1807.80957
11.03,1791.095215
11.03,1738.142944
11.04,1745.571411
11.04,1740.428589
11.05,1841.380981
11.06,1889.380981
11.06,1822.238159
11.07,1788.285767
11.07,1745.285522
11.08,1844.380981
11.09,1949.238037
11.09,1955.428589
11.10,1762.619019
11.10,1746.857056
11.11,1720.428467
11.12,1886.285767
11.12,1919.857056
11.13,2029.714355
11.13,2020.523926
11.14,2018.904663
11.15,1973.571411
11.15,1906.428467
11.16,1827.095215
11.17,1801.571289
11.17,1780.571533
11.18,1786.476196
11.18,1845.571411
11.19,1824.19043
11.20,1909.571411
11.20,1898.619141
11.21,1925.571411
11.21,1885.523804
11.22,1970.285767
11.23,1967.476074
11.23,2088.047607
11.24,2117
11.24,2033.476074
11.25,1786.142944
11.26,1679.80957
11.26,1829.666626
11.27,1874.095215
11.27,1946.380981
11.28,2031.190552
11.29,2042.857178
11.29,2087.714355
11.30,2153.238037
11.30,1927.80957
11.31,1828.761963
11.32,1829.619141
11.32,1805.857178
11.33,1806
11.33,1812.333252
11.34,1913
11.35,1953.571655
11.35,2009.333374
11.36,1998.952271
11.36,1945.571411
11.37,1929.333252
11.38,1889.761963
11.38,1797.476074
11.39,1769.476196
11.39,1806.761963
11.40,1879.000122
11.41,1864.80957
11.41,1758.619141
11.42,1731.857178
11.42,1794.952393
11.43,1796.904785
11.44,1864.142944
11.44,1846.19043
11.45,1913.809448
11.46,1876.047729
11.46,1896
11.47,1774.333374
11.47,1819.80957
11.48,1766.761963
11.49,1859.19043
11.49,1885.999878
11.50,1945.571289
11.50,1870.952393
11.51,1948.095215
11.52,1906.095215
11.52,1995.238159
11.53,2034.619019
11.53,1945.380859
11.54,1807.285767
11.55,1779.857178
11.55,1733.238037
11.56,1800.80957
11.56,1874.333374
11.57,2005.619019
11.58,1965.047607
11.58,1960.428589
